id,text,class,filtered_sentence
1709,"'එම මහාචාර්යවරයා හිට්ලර්ගේ ඉල්ලුම් පත්\u200dරය ප්\u200dරතික්ෂේප කර තිබුණේ, මිනිස් රූ සිතුවම් කිරීමේදී හිට්ලර් නොසැලකිලිමත් ලෙස කටයුතු කර ඇති බව පවසමිනි.'",Entertainment,එම මහචරයවර හටලර ඉලල පතර පරතකෂප කර තබ මනස ර සතව කරමද හටලර නසලකලම කටයත කර පවසම
1710,"'කෙසේ වෙතත්, ගොඩනැගිලි සහ ස්වභාවික දර්ශන සිතුවම්කරණයෙහි හිට්ලර් අතිවිශිෂ්ටයෙකු විය.'",Entertainment,කස ව ගඩනග සවබවක දරෂ සතවමකරන හටලර අතවෂෂට වය
1711,'\u200dපසුව ඔහු සිය සිතුවම් අලෙවි කර මුදල් ඉපයීමට පෙළඹිණි.',Entertainment,පස ඔහ සය සතව අලව කර මදල ඉපයම පලබන
1712,'සිය සිතුවම්වලට ජර්මනියේ හොඳ වෙළෙඳපොළක් ඇති බව සිතූ හිට්ලර් 1925 වසරේදී ජර්මනියට සංක්\u200dරමණය විය.',Entertainment,සය සතවමවල ජරමන හද වලදපල සත හටලර  වසරද ජරමනය සකරමන වය
1713,'සිය සිතුවම් අලෙවි කර ගැනීමේ අරමුණින් ජර්මනියට පැමිණි ඔහු පසු කලෙක එරට නාසි පක්ෂයේ නායකයා මෙන් ම ජර්මනියේ නායකයා බවට ද පත් විය.',Entertainment,සය සතව අලව කර ගන අරමන ජරමනය පමන ඔහ පස කලක එරට නස පකෂ නයක ජරමන නයක පත වය
1714,'හිට්ලර් සතුව පැවති සිතුවම්කරණයෙහි දක්ෂතාව සැලකිල්ලට නොගෙන සිටීම නිසා ම විශිෂ්ට ගෘහ නිර්මාණ ශිල්පියෙකු සහ චිත්\u200dර ශිල්පියෙකු ලෝකයට අහිමි විය.',Entertainment,හටලර සත පව සතවමකරන දකෂත සලකලල නග සට වෂෂ ගහ නරමන ෂලප චතර ෂලප ලකය අහ වය
1715,"'ඒ වෙනුවට ලෝකයට ලැබුණේ, යුදෙව්වන්ට වෛර කළ දරුණු අධිරාජ්\u200dයවාදියෙකි.'",Entertainment,ලකය ලබ යදවවන වර කල දර අධරජයවද
1716,'මෙය සමස්ත ලෝකයේ ම ගුරුවරුන් මෙන් ම දෙමාපියන් ද කියවිය යුතු පාඩමක්ය යන්න අපගේ හැඟීම ය.',Entertainment,මය සමසත ලක ගර දමප කයව යත පඩමක ය අප හග
1717,'තමන් සතු දක්ෂතා ඉස්මතු වන්නට ඉඩ නොදී නොමග යන දරුවන් කොපමණ පිරිසක් මේ ලෝකයේ සිටීදැයි අපට සිතා ගත හැකි ය.',Entertainment,තම සත දකෂත ඉසමත වනන ඉඩ නද නමග දර කපමන පරස ලක සටද අපට සත ගත හ
1718,'ඊට සිය දරුවන්ගේ දක්ෂතා සහ ඔවුන්ගේ රුචි අරුචිකම් තේරුම් නොගන්නා දෙමාපියන් සහ ගුරුවරුන් වගකිව යුතු නොවේ ද?',Entertainment,ඉට සය දර දකෂත ඔව රච අරචක තර නගන දමප ගර වගක යත න
1719,'ලෝකයට තව ත් අධිරාජ්\u200dයවාදී හිට්ලර්ලා බිහි නොවන්නට නම් දෙමාපියන් සහ ගුරුවරුන් තමන්ට අවශ්\u200dය පරිදි දරුවන් මෙහෙයවීම වෙනුවට ඔවුන්ගේ දක්ෂතා ගැන අවධානය යොමු කළ යුතුව තිබේ.',Entertainment,ලකය ත අධරජයවද හටලර බ නවනන දමප ගර තමන අවෂ දර මහයව ඔව දකෂත අවධන ය කල යත තබ
1720,'හිටලර් විසින් අඳින ලද විශිෂ්ට සිතුවම් කිහිපයක් පහත දැක්වේ.',Entertainment,හටලර අද ලද වෂෂ සතව කහපය පහත දක
1721,'මුහුණින් හැඩ රුවින් කොපමණ සුන්දර වුව ද හදවතේ සුන්දරත්වය රැ\u200dඳෙනුයේ ඉතා ම ස්වල්ප දෙනෙකු තුළ පමණි.',Entertainment,මහන හඩ රව කපමන සනදර වව හදවත සනදරතව රදන සවලප දන පමන
1722,'සුන්දරත්වයට යටින් වැසුණු රාක්ෂ වේෂය ඇතැම් අවස්ථාවලදී අපට ත් හොරා මතුපිටට පැමිණෙයි.',Entertainment,සනදරතවය යට වස රකෂ වෂ ඇත අවසථවලද අපට ත හර මතපට පමන
1723,"'පසුගිය සිකුරාදා බ්\u200dරසීලයේ පැවති රූ රැජිණ තරගයක් අතරතුර මෙසේ සිදුවූයේ, එවන් අවස්ථාවකි.'",Entertainment,පසග සකරද බරසල පව ර රජන තරගය අතරතර සදව එ අවසථ
1724,'රූ රැජිණ කිරුළ අපේක්ෂාවෙන් සිටි රූමතියක විසින් රූ රැජිණගේ කිරුළ ගලවා දමන අවස්ථාව මෙම වීඩියෝවෙහි දැක්වේ.',Entertainment,ර රජන කරල අපකෂ සට රමත ර රජන කරල ගල දමන අවසථ වඩය දක
1725,'තමන්ට තමන් පාලනය කර ගත නොහැකි වීමෙන් ලෝකය ඉදිරියේ තමන් අපහාසයට ලක් වන බව සියල්ලන් සිතට ගත යුතු ය.',Entertainment,තමන තම පලන කර ගත නහ ව ලක ඉදර තම අපහසය ලක සයලල සත ගත යත
1726,'කොලොම්බියන් ජාතික 37 හැවිරිදි පොප් ගායිකා ෂකිරා  සහ සහකරු 27 ස්පාඤ්ඤ පාපන්දු ක්\u200dරීඩක ජෙරාඩ් පික් දෙවන වතාවට ත් මව් පිය පදවි ලබා තිබේ.',Entertainment,කලමබ ජතක  හවරද පප ගය ෂකර සහකර  සපඥඥ පපනද කරඩක ජරඩ ප දව වතව ත මව පය පදව ලබ තබ
1728,"'විදෙස් මාධ්\u200dය වාර්තා කර ඇත්තේ, ස්පාඤ්ඤයේ බාසිලෝනාහි රෝහලකදී පසුගිය බ්\u200dරහස්පතින්දා රාත්\u200dරියේ ඇය පුතෙකු බිහි කර ඇති බව ය.'",Entertainment,වදස මධ වරත කර ඇතත සපඥඥ බසලන රහලකද පසග බරහසපතනද රතර ඇය පත බ කර
1729,'මව සහ දරුවා යහපත් සෞඛ්\u200dය තත්ත්වයෙන් පසුවන බව ද විදෙස් වාර්තාවල සඳහන් ය.',Entertainment,මව දර යහප සක තතතව පසව වදස වරත සදහ
1730,'2013 වසරේ බාසිලෝනාහිදී උපත ලද ඔවුන්ගේ පළමු දරුවා ද පිරිමි දරුවෙකි.',Entertainment,වසර බසලනහද උපත ලද ඔව පල දර පර දරව
1731,"'පළමු දරුවා මිලන්, වන අතර දෙවන දරුවාට නම් තබා ඇත්තේ, සාෂා පික් මෙබාරක් ලෙසනි.'",Entertainment,පල දර මල දව දරව තබ ඇතත සෂ ප මබර ලස
